№;Ідентифікатор_підрозділу;Посилання_підрозділу;Тип устройства;universal_phrases_ru;universal_phrases_ua;base_keyword_ru;base_keyword_ua;allowed_specs
54;301101;https://prom.ua/Videoregistratory;Нагрудні відеореєстратори;"нагрудный видеорегистратор, body cam, камера на грудь, видеорегистратор на форму, камера полицейская, носимая камера, регистратор нагрудный, body worn camera, видеорегистратор охраны, камера на одежду";"нагрудний відеореєстратор, body cam, камера на груди, відеореєстратор на форму, камера поліцейська, носима камера, реєстратор нагрудний, body worn camera, відеореєстратор охорони, камера на одяг";нагрудный видеорегистратор;нагрудний відеореєстратор;"Виробник, Тип устройства"
55;301101;https://prom.ua/Videoregistratory;ДОК-станції для нагрудних видеореєстраторів;"док станция видеорегистратора, база для body cam, док станция камеры, станция зарядки регистратора, док база для камеры, станция синхронизации, база хранения видео, док станция body cam, зарядная станция камеры, база подключения регистратора";"док станція відеореєстратора, база для body cam, док станція камери, станція зарядки реєстратора, док база для камери, станція синхронізації, база зберігання відео, док станція body cam, зарядна станція камери, база підключення реєстратора";док станция видеорегистратора;док станція відеореєстратора;"Виробник, Тип устройства"
56;3030;https://prom.ua/Sistemy-kontrolya-dostupa;Комплектуючі для замків;"комплектующие для замков, аксессуары замков, детали замков, запчасти замка, элементы замка, комплектующие дверных замков, механизмы замков, детали дверной фурнитуры, комплектующие дверей, аксессуары для замков";"комплектуючі для замків, аксесуари замків, деталі замків, запчастини замка, елементи замка, комплектуючі дверних замків, механізми замків, деталі дверної фурнітури, комплектуючі дверей, аксесуари для замків";комплектующие для замков;комплектуючі для замків;"Виробник, Тип устройства"
57;301310;https://prom.ua/Identifikatory;Картки і брелоки;"карта доступа rfid, брелок доступа, карта для домофона, ключ брелок домофона, карта proximity, брелок rfid, карта контроля доступа, ключ карта домофона";"картка доступу rfid, брелок доступу, картка для домофона, ключ брелок домофона, картка proximity, брелок rfid, картка контролю доступу, ключ картка домофона";карта доступа;картка доступу;"Виробник, Тип устройства"
58;302308;https://prom.ua/Trevozhnye-knopki-i-knopki-vyhoda;Кнопки виходу Tecsar;"кнопка выхода контактная, кнопка выхода механическая, кнопка выхода для двери, кнопка открытия двери, кнопка выхода накладная, кнопка выхода система доступа, кнопка управления дверью, кнопка выхода проводная";"кнопка виходу контактна, кнопка виходу механічна, кнопка виходу для дверей, кнопка відкриття дверей, кнопка виходу накладна, кнопка виходу система доступу, кнопка керування дверима, кнопка виходу провідна";кнопка выхода;кнопка виходу;"Виробник, Тип устройства"
59;301010;https://prom.ua/Mehanicheskie-zamki;електромеханічний;"электромеханический замок, замок электромеханический дверной, замок с электроприводом, электрозамок для двери, накладной электромеханический замок, врезной электромеханический замок, замок с дистанционным открытием, электромеханический замок контроль доступа";"електромеханічний замок, замок електромеханічний дверний, замок з електроприводом, електрозамок для дверей, накладний електромеханічний замок, врізний електромеханічний замок, замок з дистанційним відкриттям, електромеханічний замок контроль доступу";электромеханический замок;електромеханічний замок;"Виробник, Тип устройства"
60;14191103;https://prom.ua/Promyshlennye-istochniki-pitaniya;Блоки живлення для відеоспостереження;"блок питания 12в, блок питания 24в, блок питания 48в, адаптер питания, источник питания постоянный, блок питания для камер, импульсный блок питания, блок питания стабилизированный";"блок живлення 12в, блок живлення 24в, блок живлення 48в, адаптер живлення, джерело живлення постійне, блок живлення для камер, імпульсний блок живлення, блок живлення стабілізований";блок питания;блок живлення;"Виробник, Тип устройства"
61;7190605;https://prom.ua/Kabel-telefonnyj;Сигнальний;"сигнальный кабель, кабель для сигнализации, кабель передачи сигнала, кабель управления сигналом, кабель для датчиков, кабель связи, многожильный сигнальный кабель, кабель для систем безопасности";"сигнальний кабель, кабель для сигналізації, кабель передачі сигналу, кабель управління сигналом, кабель для датчиків, кабель зв'язку, багатожильний сигнальний кабель, кабель для систем безпеки";сигнальный кабель;сигнальний кабель;"Виробник, Тип устройства"
62;15380311;https://prom.ua/Dovodchiki-dverej;;"доводчик двери, дверной доводчик, гидравлический доводчик, доводчик для входной двери, доводчик накладной, доводчик дверной механизм, доводчик автоматического закрывания, доводчик для офиса";"доводчик дверей, дверний доводчик, гідравлічний доводчик, доводчик для вхідних дверей, доводчик накладний, доводчик дверний механізм, доводчик автоматичного закривання, доводчик для офісу";доводчик;доводчик;Виробник
63;301301;https://prom.ua/Turnikety;Повно-ростові турнікети;"полноростовой турникет, турникет полный рост, турникет проходной, турникет безопасности, турникет контроль доступа, турникет уличный, турникет входной, турникет ограждение, система турникета, турникет проход";"повноростовий турнікет, турнікет повний зріст, турнікет прохідний, турнікет безпеки, турнікет контроль доступу, турнікет вуличний, турнікет вхідний, турнікет огорожа, система турнікета, турнікет прохід";полноростовой турникет;повноростовий турнікет;"Виробник, Тип устройства"
64;301301;https://prom.ua/Turnikety;Турнікети-триподи;"турникет трипод, трипод турникет, турникет тренога, турникет контроль доступа, турникет входной, турникет проходной, турникет компактный, турникет офисный, система турникета, турникет проход";"турнікет трипод, трипод турнікет, турнікет тринога, турнікет контроль доступу, турнікет вхідний, турнікет прохідний, турнікет компактний, турнікет офісний, система турнікета, турнікет прохід";турникет трипод;турнікет трипод;"Виробник, Тип устройства"
65;301301;https://prom.ua/Turnikety;Турнікети Freeway;"турникет freeway, турникет стеклянный, турникет скоростной, турникет премиум, турникет проходной, турникет автоматический, турникет контроль доступа, турникет офисный, турникет входной, турникет современный";"турнікет freeway, турнікет скляний, турнікет швидкісний, турнікет преміум, турнікет прохідний, турнікет автоматичний, турнікет контроль доступу, турнікет офісний, турнікет вхідний, турнікет сучасний";турникет freeway;турнікет freeway;"Виробник, Тип устройства"
66;301010;https://prom.ua/Mehanicheskie-zamki;Біометричні замки;"биометрический замок, замок по отпечатку, умный замок двери, электронный замок, замок с кодом, замок с приложением, замок с биометрией, дверной смарт замок, замок по лицу, замок доступа";"біометричний замок, замок за відбитком, розумний замок дверей, електронний замок, замок з кодом, замок з додатком, замок з біометрією, дверний смарт замок, замок за обличчям, замок доступу";биометрический замок;біометричний замок;"Виробник, Тип устройства"
67;3030;https://prom.ua/Sistemy-kontrolya-dostupa;Комплектуючі для СККД;"комплектующие скуд, аксессуары системы доступа, модули скуд, платы контроля доступа, блоки питания скуд, кабели скуд, элементы системы доступа, запчасти скуд";"комплектуючі скуд, аксесуари системи доступу, модулі скуд, плати контролю доступу, блоки живлення скуд, кабелі скуд, елементи системи доступу, запчастини скуд";комплектующие скуд;комплектуючі скуд;"Виробник, Тип устройства"
68;50505;https://prom.ua/Metallodetektory;Арочні металошукачі;"арочный металлодетектор, рамка металлодетектора, металлодетектор проходной, детектор металла арка, рамка безопасности, металлодетектор входной, система досмотра, рамка контроля, детектор оружия, металлодетектор стационарный";"арочний металошукач, рамка металошукача, металошукач прохідний, детектор металу арка, рамка безпеки, металошукач вхідний, система огляду, рамка контролю, детектор зброї, металошукач стаціонарний";арочный металлодетектор;арочний металошукач;"Виробник, Тип устройства"
69;50505;https://prom.ua/Metallodetektory;Ручні металошукачі;"ручной металлодетектор, портативный металлоискатель, детектор металла ручной, сканер металла, металлоискатель охранный, детектор оружия ручной, металлодетектор переносной, ручной сканер безопасности, металлоискатель компактный, сканер металла ручной";"ручний металошукач, портативний металошукач, детектор металу ручний, сканер металу, металошукач охоронний, детектор зброї ручний, металошукач переносний, ручний сканер безпеки, металошукач компактний, сканер металу ручний";ручной металлодетектор;ручний металошукач;"Виробник, Тип устройства"
70;3030;https://prom.ua/Sistemy-kontrolya-dostupa;Термінали обліку робочого часу;"терминал учета рабочего времени, система учета рабочего времени, контроль рабочего времени сотрудников, учет посещаемости персонала, терминал контроля доступа и времени, система учета персонала, учет рабочего времени по картам, учет рабочего времени по отпечатку, учет рабочего времени rfid, биометрический терминал учета времени";"термінал обліку робочого часу, система обліку робочого часу, контроль робочого часу співробітників, облік відвідуваності персоналу, термінал контролю доступу та часу, система обліку персоналу, облік робочого часу за картками, облік робочого часу за відбитком, облік робочого часу rfid, біометричний термінал обліку часу";терминал учета рабочего времени;термінал обліку робочого часу;"Виробник, Тип устройства"
71;3030;https://prom.ua/Sistemy-kontrolya-dostupa;Автономні біометричні термінали і сканери;"автономный биометрический терминал, биометрический сканер отпечатков, терминал распознавания лица, сканер отпечатков пальцев, терминал доступа биометрический, автономный терминал учета, биометрический контроллер доступа, устройство распознавания лица, биометрическая система контроля, терминал отпечатков пальцев";"автономний біометричний термінал, біометричний сканер відбитків, термінал розпізнавання обличчя, сканер відбитків пальців, біометричний термінал доступу, автономний термінал обліку, біометричний контролер доступу, пристрій розпізнавання обличчя, біометрична система контролю, термінал відбитків пальців";биометрический терминал;біометричний термінал;"Виробник, Тип устройства"
72;153729;https://prom.ua/Takticheskie-teplovizory-;;"тепловизор, тепловизионный прицел, тепловизионная камера, тепловизионный монокуляр, тепловизор охотничий, ручной термограф";"тепловізор, тепловізійний приціл, тепловізійна камера, тепловізійний монокуляр, мисливський тепловізор, ручний термограф";тепловизор;тепловізор;Виробник
73;153709;https://prom.ua/Termometry-pirometry-teplovizory;;"измерение температуры тела, контроль температуры, тепловизор тела, мониторинг температуры, система контроля температуры, измеритель температуры, сканер температуры, контроль доступа температура, термоскрининг, детектор температуры";"вимірювання температури тіла, контроль температури, тепловізор тіла, моніторинг температури, система контролю температури, вимірювач температури, сканер температури, контроль доступу температура, термоскринінг, детектор температури";контроль температуры тела;контроль температури тіла;"Виробник, Тип устройства"
74;50928;https://prom.ua/Oborudovanie-dlya-pitaniya-po-ethernet;;"poe инжектор, инжектор питания poe, poe адаптер, инжектор для камеры, poe блок питания, инжектор ethernet poe, poe injector, инжектор для сети";"poe інжектор, інжектор живлення poe, poe адаптер, інжектор для камери, poe блок живлення, інжектор ethernet poe, poe injector, інжектор для мережі";poe инжектор;poe інжектор;Виробник
75;302302;https://prom.ua/Ohrannye-izveschateli;Охорона периметра;"охрана периметра, система периметра, защита периметра, сигнализация периметра, датчики периметра, система безопасности периметра, контроль периметра, периметральная сигнализация, защита территории, охранный периметр";"охорона периметра, система периметра, захист периметра, сигналізація периметра, датчики периметра, система безпеки периметра, контроль периметра, периметральна сигналізація, захист території, охоронний периметр";охрана периметра;охорона периметра;"Виробник, Тип устройства"
76;500901;https://prom.ua/Zaryadnye-stantsii;;"зарядная станция, портативная электростанция, power station, зарядная станция для дома, станция питания, мобильная электростанция, станция резервного питания, зарядная станция аккумуляторная";"зарядна станція, портативна електростанція, power station, зарядна станція для дому, станція живлення, мобільна електростанція, станція резервного живлення, зарядна станція акумуляторна";зарядная станция;зарядна станція;Виробник
77;14190906;https://prom.ua/Rele-differentsialnye;Автоматичні вимикачі;"автоматический выключатель, автомат электрический, автомат защиты, выключатель автоматический, автомат сети, модульный автомат, автомат щитка, автомат защиты линии, автомат электрощит, автомат питания";"автоматичний вимикач, автомат електричний, автомат захисту, вимикач автоматичний, автомат мережі, модульний автомат, автомат щитка, автомат захисту лінії, автомат електрощит, автомат живлення";автоматический выключатель;автоматичний вимикач;"Виробник, Тип устройства"
78;14190906;https://prom.ua/Rele-differentsialnye;Реле напруги;"реле напряжения, защита напряжения, реле контроля напряжения, реле сети, реле защиты, реле электросети, контроль напряжения, реле питания, защита от перепадов, реле стабилизации";"реле напруги, захист напруги, реле контролю напруги, реле мережі, реле захисту, реле електромережі, контроль напруги, реле живлення, захист від перепадів, реле стабілізації";реле напряжения;реле напруги;"Виробник, Тип устройства"
79;301106;https://prom.ua/Obektivy-dlya-kamer-videonablyudeniya;Об'єктиви;"объектив камеры, линза камеры, объектив видеонаблюдения, линза видеокамеры, объектив для камеры, оптика камеры, объектив cctv, линза наблюдения, объектив сменный, объектив видеосистемы";"об’єктив камери, лінза камери, об’єктив відеоспостереження, лінза відеокамери, об’єктив для камери, оптика камери, об’єктив cctv, лінза спостереження, об’єктив змінний, об’єктив відеосистеми";объектив камеры;об’єктив камери;"Виробник, Тип устройства"
80;706;https://prom.ua/Monitory;Монітори;"монитор, экран дисплей, монитор видеонаблюдения, дисплей для камеры, монитор системы, экран контроля, монитор безопасности, дисплей системы, монитор видеосистемы, экран наблюдения";"монітор, екран дисплей, монітор відеоспостереження, дисплей для камери, монітор системи, екран контролю, монітор безпеки, дисплей системи, монітор відеосистеми, екран спостереження";монитор;монітор;Виробник
81;70105;https://prom.ua/Planshetnye-netbuki;;"планшет, планшетный компьютер, android планшет, планшет для работы, планшет экран, планшет устройство, планшет для дома, планшет мультимедиа, планшет сенсорный, планшет портативный";"планшет, планшетний комп’ютер, android планшет, планшет для роботи, планшет екран, планшет пристрій, планшет для дому, планшет мультимедіа, планшет сенсорний, планшет портативний";планшет;планшет;Виробник
82;5280501;https://prom.ua/Akkumulyatornye-bloki;Свинцеві акумулятори;"аккумулятор, батарея аккумуляторная, аккумуляторная батарея, аккумулятор питания, батарея питания, аккумулятор резервный, аккумулятор 12в, аккумулятор для системы, батарея резервная, аккумулятор энергия";"акумулятор, батарея акумуляторна, акумуляторна батарея, акумулятор живлення, батарея живлення, акумулятор резервний, акумулятор 12в, акумулятор для системи, батарея резервна, акумулятор енергія";аккумулятор;акумулятор;"Виробник, Тип устройства"
83;70807;https://prom.ua/Setevye-nakopiteli;;"сетевое хранилище, nas хранилище, сервер хранения данных, хранилище данных, nas сервер, устройство хранения, сетевой накопитель, storage сервер, nas система, сервер файлов";"мережеве сховище, nas сховище, сервер зберігання даних, сховище даних, nas сервер, пристрій зберігання, мережевий накопичувач, storage сервер, nas система, сервер файлів";сетевое хранилище;мережеве сховище;Виробник
84;5280501;https://prom.ua/Akkumulyatornye-bloki;Свинцеві акумулятори;"свинцовый аккумулятор, аккумулятор agm, аккумулятор 12в свинцовый, батарея свинцовая, аккумулятор для ибп, аккумулятор гелевый, аккумулятор для сигнализации, аккумулятор резервный";"свинцевий акумулятор, акумулятор agm, акумулятор 12в свинцевий, батарея свинцева, акумулятор для дбж, акумулятор гелевий, акумулятор для сигналізації, акумулятор резервний";свинцовый аккумулятор;свинцевий акумулятор;"Виробник, Тип устройства"
85;180312;https://prom.ua/Fotolovushki-kamery-dlya-ohoty;;"фотоловушка, камера ловушка, камера для охоты, фотоловушка gsm, камера наблюдения лес, фотоловушка ночная, камера датчик движения, камера для природы, фотоловушка автономная, камера слежения";"фотопастка, камера пастка, камера для полювання, фотопастка gsm, камера спостереження ліс, фотопастка нічна, камера датчик руху, камера для природи, фотопастка автономна, камера стеження";фотоловушка;фотопастка;Виробник
86;135605;https://prom.ua/Shlagbaumy;Шлагбауми;"автоматический шлагбаум, шлагбаум парковки, шлагбаум въезда, шлагбаум контроль доступа, шлагбаум автомат, шлагбаум система, шлагбаум для парковки, барьер шлагбаум, шлагбаум дорога, шлагбаум управление";"автоматичний шлагбаум, шлагбаум паркінгу, шлагбаум в’їзду, шлагбаум контроль доступу, шлагбаум автомат, шлагбаум система, шлагбаум для паркінгу, бар’єр шлагбаум, шлагбаум дорога, шлагбаум керування";автоматический шлагбаум;автоматичний шлагбаум;"Виробник, Тип устройства"
87;301501;https://prom.ua/Dorozhnye-ograzhdeniya;Блокувальник паркувального місця;"барьер парковочный, дорожный барьер, барьер ограничитель, барьер въезда, барьер безопасности, барьер контроль доступа, барьер механический, барьер парковки, барьер ограждение, барьер защиты";"бар’єр паркувальний, дорожній бар’єр, бар’єр обмежувач, бар’єр в’їзду, бар’єр безпеки, бар’єр контроль доступу, бар’єр механічний, бар’єр паркінгу, бар’єр огорожа, бар’єр захисту";барьер парковочный;бар’єр паркувальний;"Виробник, Тип устройства"
88;13560901;https://prom.ua/Aksessuary-dlya-vorot-i-shagbaumov;Комплектуючі до шлагбаумів;"комплектующие шлагбаума, аксессуары шлагбаума, детали шлагбаума, запчасти шлагбаума, стрела шлагбаума, блок управления шлагбаума, элементы шлагбаума, комплектующие барьера, аксессуары барьера, детали барьера";"комплектуючі шлагбаума, аксесуари шлагбаума, деталі шлагбаума, запчастини шлагбаума, стріла шлагбаума, блок керування шлагбаума, елементи шлагбаума, комплектуючі бар’єра, аксесуари бар’єра, деталі бар’єра";комплектующие шлагбаума;комплектуючі шлагбаума;"Виробник, Тип устройства"
